CODIGOESTR,ESTRUCT,HORASFUNC1,HORASFUNC2,DIASFUNCME,SUBTIPO,SUBT,Luminaria.BAJOMEDICION,Luminaria.POTENCIA,POTENCIA_2,ALIMENTA_5,ALIM,SUBTIPO_1,TRAF,VOLTAJE,POTENCIA TRAFO,TRAFO,KWH
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,400,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,37.5,301394,144
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,400,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,37.5,301394,144
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,400,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,37.5,301394,144
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,400,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,37.5,301391,144
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.62 kV,15,300002,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,15,300002,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,15,300002,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,15,300002,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,15,300002,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,15,300002,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,15,300002,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,25,303301,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,25,303302,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,5,301092,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,25,303305,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,5,21660,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,5,21660,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,10,303289,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,10,303289,54
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,10,303289,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,10,303289,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,10,303289,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,10,302801,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,10,302801,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,10,302801,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,10,302801,54
APO0619,LDOS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03EC030T14,Echeandía - Reserva 2 (Camaron),1,Transformador Monofásico en poste,7.62 kV,37.5,302802,59
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,37.5,302802,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,37.5,302802,54
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,302803,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,302803,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,37.5,302803,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,37.5,302803,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,37.5,302803,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,302797,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,25,302797,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,5,303273,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,5,303273,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,5,303273,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03EC030T11,Echeandía - Las Naves,1,Transformador Monofásico en poste,7.97 kV,5,303273,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,5,303273,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,75,303901,90
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.62 kV,10,303296,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.97 kV,10,303296,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,10,303296,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,25,303295,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.97 kV,15,304094,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.62 kV,15,304094,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,15,304094,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,15,304094,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,15,304094,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,15,304094,54
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,25,303840,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,10,300028,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,10,300028,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,10,300028,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,15,304112,36
APO0375,LDOS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,15,304112,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,25,304111,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T13,Echeandía-Centro,1,Transformador Monofásico en poste,7.97 kV,15,304112,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,25,304111,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,15,304112,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,10,300028,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,15,304112,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,15,303916,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,15,303916,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,37.5,303698,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0303,LCPS150PCC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T13,Cochabamba - Balsapamba,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T13,Guanujo Central,1,Transformador Monofásico en poste,7.97 kV,25,303522,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,1,Transformador Monofásico en poste,7.97 kV,45,301078,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,307293,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03SI060T11,Sicoto - Chillanes,1,Transformador Monofásico en poste,7.97 kV,10,307293,36
APO0312,LDPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03GR010T13,Guaranda - Maldonado,5,Transformador Trifásico en poste,13.8 kV,10,307293,36
APO0312,LDPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,10,307293,36
APO0312,LDPS150ACC,12,0,100,3,Sodio Abierta,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,10,303601,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CA050T12,Caluma - Pita,1,Transformador Monofásico en poste,7.62 kV,10,303601,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,10,303601,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,10,303601,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,37.5,303292,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,37.5,303292,36
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,37.5,303292,54
APO0310,LCPS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T11,Guaranda - Vinchoa,1,Transformador Monofásico en poste,7.97 kV,37.5,303292,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T13,Sicoto - San Jose del Tambo,1,Transformador Monofásico en poste,7.97 kV,25,303933,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03SI060T12,Sicoto - San Pablo,5,Transformador Trifásico en poste,13.8 kV,5,303519,54
APO0311,LDPS100ACC,12,0,100,3,Sodio Abierta,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304087,54
APO0311,LDPS100ACC,12,0,100,3,Sodio Abierta,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304087,54
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,15,304094,54
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,15,304094,54
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,303840,36
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0304,LDPS100PCC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0313,LDPS250ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,37.5,304071,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,37.5,304071,36
APO0318,LDPS150ADC,6,6,100,4,Sodio Cerrada,0,100,105,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,37.5,304071,37
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,10,304070,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,10,304070,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,10,304070,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,5,301089,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,5,301089,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,1,Transformador Monofásico en poste,7.97 kV,5,301089,36
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,37.5,301419,36
APO0312,LDPS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03CO040T12,Cochabamba - Asuncion,5,Transformador Trifásico en poste,13.8 kV,37.5,303912,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,15,307978,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,10,303267,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,37.5,303624,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,25,307334,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,25,307334,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,25,303479,36
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,400,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,15,303557,144
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T11,Guanujo - Cuatro Esquinas,1,Transformador Monofásico en poste,7.97 kV,25,302893,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,300041,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,302893,90
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,300041,36
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,302893,90
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,302893,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,25,302893,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,15,307158,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,250,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,25,302893,90
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,25,302893,36
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,30,303291,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,15,303930,54
APO0309,LCPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.62 kV,15,303930,54
APO0311,LDPS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.62 kV,15,303930,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,303930,54
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,303930,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,303930,54
APO0374,LDOS100ACC,12,0,100,4,Sodio Cerrada,0,150,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,15,303930,54
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,150,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,15,303930,59
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,400,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303906,104
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,400,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303906,104
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,400,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303906,104
APO0339,LDSS250ADC,6,6,100,4,Sodio Cerrada,0,400,175,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.62 kV,50,303906,104
APO0377,LDPS100ADC,6,6,100,4,Sodio Cerrada,0,150,70,03GN020T15,Guanujo - Simiatug,1,Transformador Monofásico en poste,7.97 kV,5,302649,40
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,5,303552,36
APO0376,LDOS400ACC,12,0,100,4,Sodio Cerrada,0,100,0,03EC030T12,Echeandia Sabanetillas,1,Transformador Monofásico en poste,7.97 kV,5,303552,36
APO0617,LDOS150ADC,6,6,100,4,Sodio Cerrada,0,100,105,03CO040T11,Cochabamba - San Miguel,1,Transformador Monofásico en poste,7.97 kV,5,303551,37
APO0379,LDOS150ACC,12,0,100,4,Sodio Cerrada,0,100,0,03GR010T21,Guaranda - Chimbo,1,Transformador Monofásico en poste,7.97 kV,5,303552,36
